                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    580,                 1.4888,                 1.1328,                 1.2799,                0.76697,                0.68335,                0.76792,                0.44487,                 1.4938,                 1.2505,                 1.3913,             0.00080479,             0.00080479,             0.00080479
                    581,                 1.5172,                 1.1639,                 1.3162,                0.81306,                0.74554,                0.82776,                0.48912,                 1.4309,                 1.0769,                 1.3469,             0.00080461,             0.00080461,             0.00080461
                    582,                 1.5637,                 1.1598,                 1.3053,                0.66713,                0.55401,                0.62599,                0.35192,                 1.6917,                 1.4991,                 1.5615,             0.00080443,             0.00080443,             0.00080443
                    583,                 1.4921,                 1.1291,                 1.3151,                0.78854,                0.63616,                0.74902,                0.46414,                 1.4948,                  1.206,                 1.3898,             0.00080425,             0.00080425,             0.00080425
                    584,                 1.5152,                 1.1392,                 1.3264,                0.80347,                0.74394,                0.83724,                0.54636,                 1.3599,                  1.047,                 1.3161,             0.00080407,             0.00080407,             0.00080407
                    585,                 1.5165,                 1.1671,                  1.317,                0.80911,                0.77254,                0.84564,                0.55846,                 1.3405,                  1.022,                 1.3144,             0.00080389,             0.00080389,             0.00080389
                    586,                 1.4787,                 1.1318,                 1.2773,                 0.7874,                0.78414,                0.83565,                0.53267,                 1.4032,                 1.0506,                 1.3319,             0.00080371,             0.00080371,             0.00080371
                    587,                 1.5885,                 1.1867,                 1.3227,                0.80248,                0.77503,                0.83138,                0.51927,                 1.4479,                 1.0628,                 1.3383,             0.00080353,             0.00080353,             0.00080353
                    588,                 1.5515,                 1.1727,                 1.3755,                0.53948,                0.42409,                0.48375,                0.25417,                 1.9292,                 2.0966,                  1.691,             0.00080335,             0.00080335,             0.00080335
                    589,                 1.5596,                 1.1828,                 1.2965,                0.71926,                0.22163,                0.30369,                0.14735,                 2.2021,                  2.675,                 1.9138,             0.00080317,             0.00080317,             0.00080317
                    590,                 1.5703,                 1.1848,                 1.3251,                0.54688,                0.51529,                0.55369,                0.31226,                 1.7953,                 1.7836,                 1.5795,             0.00080299,             0.00080299,             0.00080299
                    591,                 1.4883,                 1.1279,                  1.296,                0.78541,                0.73243,                0.82111,                0.51163,                 1.4402,                 1.0822,                  1.357,             0.00080281,             0.00080281,             0.00080281
                    592,                 1.5571,                 1.1672,                 1.3239,                0.68126,                0.75548,                0.77987,                 0.4554,                  1.478,                 1.1456,                 1.3713,             0.00080263,             0.00080263,             0.00080263
                    593,                 1.5195,                 1.1916,                 1.3114,                0.71121,                0.79003,                0.81032,                0.48353,                 1.4344,                 1.1122,                 1.3368,             0.00080245,             0.00080245,             0.00080245
                    594,                 1.5197,                 1.1363,                 1.2875,                0.84243,                0.79166,                0.87662,                0.56269,                 1.3261,                0.98389,                 1.2885,             0.00080227,             0.00080227,             0.00080227
                    595,                  1.491,                 1.1387,                 1.2691,                0.82854,                 0.8483,                0.89278,                 0.5883,                  1.293,                0.96098,                 1.2738,             0.00080209,             0.00080209,             0.00080209
                    596,                 1.5427,                 1.1931,                  1.298,                 0.7133,                0.73207,                0.77175,                0.44448,                 1.5498,                 1.1865,                 1.3871,             0.00080191,             0.00080191,             0.00080191
                    597,                 1.4695,                 1.0944,                 1.2551,                 0.6048,                 0.6054,                0.63029,                0.34055,                 1.7234,                 1.5499,                 1.5014,             0.00080173,             0.00080173,             0.00080173
                    598,                 1.5475,                 1.1487,                 1.2919,                0.56312,                 0.2571,                0.22204,                0.11711,                 2.1923,                 2.4191,                 1.8179,             0.00080155,             0.00080155,             0.00080155
                    599,                 1.4792,                 1.1485,                 1.2817,                0.72589,                0.20167,                0.20382,                0.10745,                 2.2779,                 2.5403,                 1.8521,             0.00080137,             0.00080137,             0.00080137
                    600,                 1.5007,                 1.1818,                 1.3036,                0.83029,                0.82818,                0.88023,                0.56857,                 1.3783,                 1.0074,                 1.2906,             0.00080119,             0.00080119,             0.00080119
                    601,                 1.4602,                 1.1569,                 1.3114,                0.80094,                0.83923,                0.87738,                0.56971,                 1.3456,                 1.0054,                 1.2764,             0.00080101,             0.00080101,             0.00080101
                    602,                 1.4858,                 1.1696,                 1.3081,                0.83003,                0.82488,                0.88388,                0.58093,                 1.3037,                0.98621,                 1.2432,             0.00080083,             0.00080083,             0.00080083
                    603,                 1.4768,                 1.1445,                 1.2713,                0.81642,                0.82732,                0.87892,                0.56904,                 1.3176,                0.98179,                 1.2561,             0.00080065,             0.00080065,             0.00080065
                    604,                 1.4098,                 1.1232,                 1.3108,                0.82316,                0.80293,                0.86172,                0.54285,                 1.3509,                 1.0004,                 1.2928,             0.00080047,             0.00080047,             0.00080047
                    605,                 1.4918,                 1.0973,                   1.28,                 0.8368,                0.81015,                0.88734,                0.58403,                 1.2994,                0.95395,                 1.2674,             0.00080029,             0.00080029,             0.00080029
                    606,                 1.4414,                 1.1263,                   1.26,                0.81364,                0.84284,                0.87551,                0.58122,                 1.2958,                0.96862,                 1.2668,             0.00080011,             0.00080011,             0.00080011
                    607,                 1.4909,                  1.159,                 1.2906,                0.82895,                0.77648,                 0.8474,                0.54649,                 1.3355,                 1.0225,                  1.285,             0.00079993,             0.00079993,             0.00079993
                    608,                 1.4609,                 1.1134,                 1.2823,                0.83171,                0.76305,                0.83278,                0.54897,                 1.3494,                 1.0605,                 1.2904,             0.00079975,             0.00079975,             0.00079975
                    609,                 1.4837,                 1.1366,                 1.2975,                0.84447,                0.79317,                0.86269,                0.56427,                 1.3239,                0.99525,                 1.2736,             0.00079957,             0.00079957,             0.00079957
                    610,                  1.461,                 1.0997,                 1.2696,                 0.8955,                0.71493,                0.84747,                0.52738,                 1.3827,                 1.0372,                 1.3138,             0.00079939,             0.00079939,             0.00079939
                    611,                 1.5047,                 1.1572,                 1.2813,                0.85001,                0.74814,                 0.8573,                0.52417,                 1.4163,                 1.0455,                 1.3174,             0.00079921,             0.00079921,             0.00079921
                    612,                 1.4548,                 1.0968,                 1.2745,                0.50694,                0.49392,                0.54609,                0.27544,                 1.7959,                 1.6644,                 1.5534,             0.00079903,             0.00079903,             0.00079903
                    613,                 1.5044,                 1.1788,                 1.2981,                0.61933,                0.60256,                0.65004,                0.34699,                 1.6596,                 1.4435,                 1.4747,             0.00079885,             0.00079885,             0.00079885
                    614,                 1.4214,                  1.093,                 1.2743,                 0.8142,                0.81188,                 0.8613,                0.55413,                 1.3292,                0.99645,                  1.285,             0.00079867,             0.00079867,             0.00079867
                    615,                 1.5772,                 1.1293,                 1.2883,                0.83015,                0.75432,                0.84116,                0.53921,                 1.3481,                 1.0072,                 1.2925,             0.00079849,             0.00079849,             0.00079849
                    616,                 1.5238,                 1.1529,                 1.3257,                0.74536,                0.79588,                0.82532,                0.52122,                 1.4043,                 1.0521,                 1.3258,             0.00079831,             0.00079831,             0.00079831
                    617,                 1.4752,                 1.1022,                 1.2763,                0.79917,                0.68951,                0.77863,                0.47136,                 1.4907,                 1.1447,                 1.3577,             0.00079813,             0.00079813,             0.00079813
                    618,                 1.5319,                 1.1552,                 1.2748,                0.62345,                0.30942,                 0.3722,                0.19014,                 1.9555,                 2.1135,                 1.6887,             0.00079795,             0.00079795,             0.00079795
                    619,                 1.4056,                 1.0726,                 1.2345,                0.54057,                 0.3553,                0.39659,                0.20899,                 1.9098,                 2.0154,                 1.6523,             0.00079777,             0.00079777,             0.00079777
                    620,                 1.4569,                 1.1405,                 1.2784,                0.78571,                 0.6837,                0.77631,                0.46365,                 1.4721,                 1.1989,                 1.3551,             0.00079759,             0.00079759,             0.00079759
                    621,                 1.4675,                 1.1237,                 1.3166,                0.83114,                0.80461,                0.86216,                0.54892,                 1.3551,                 1.0101,                 1.2869,             0.00079741,             0.00079741,             0.00079741
                    622,                  1.556,                 1.1911,                 1.2968,                0.84396,                0.82191,                0.88254,                0.57374,                  1.311,                0.94556,                 1.2747,             0.00079723,             0.00079723,             0.00079723
                    623,                 1.4935,                  1.162,                 1.2926,                0.84005,                0.81328,                0.87637,                0.57265,                 1.3131,                0.94574,                 1.2738,             0.00079705,             0.00079705,             0.00079705
                    624,                 1.5034,                 1.1421,                 1.2873,                 0.8285,                0.79567,                0.86522,                0.55851,                 1.3584,                  1.008,                 1.2934,             0.00079687,             0.00079687,             0.00079687
                    625,                 1.4762,                 1.1377,                 1.2861,                0.79406,                0.81675,                0.85476,                0.54915,                 1.3646,                 1.0219,                 1.2987,             0.00079669,             0.00079669,             0.00079669
                    626,                 1.5183,                 1.1635,                 1.3111,                0.75577,                0.72632,                0.78664,                0.48481,                 1.4636,                 1.1576,                 1.3754,             0.00079651,             0.00079651,             0.00079651
                    627,                 1.5378,                  1.177,                 1.3348,                0.75337,                0.77024,                0.81702,                0.52827,                 1.3919,                 1.0819,                 1.3442,             0.00079633,             0.00079633,             0.00079633
                    628,                 1.4703,                 1.1404,                  1.284,                0.82862,                0.78116,                 0.8549,                0.55381,                 1.3282,                0.99863,                 1.2812,             0.00079615,             0.00079615,             0.00079615
                    629,                 1.4798,                 1.1801,                 1.2681,                0.85821,                0.74627,                0.83223,                0.53171,                 1.3448,                 1.0445,                 1.2839,             0.00079597,             0.00079597,             0.00079597
                    630,                  1.467,                 1.0968,                 1.2524,                0.71728,                0.74179,                0.77183,                0.47108,                 1.4777,                 1.2344,                 1.3601,             0.00079579,             0.00079579,             0.00079579
                    631,                  1.532,                 1.1521,                 1.2716,                0.74164,                0.76743,                0.80384,                 0.4895,                 1.4544,                 1.1699,                 1.3452,             0.00079561,             0.00079561,             0.00079561
                    632,                 1.4904,                 1.1098,                 1.2983,                0.75735,                0.67413,                0.78731,                0.43613,                 1.5021,                 1.1524,                 1.3748,             0.00079543,             0.00079543,             0.00079543
                    633,                 1.4457,                 1.1137,                 1.2875,                0.59488,                0.39692,                0.44524,                 0.2196,                 1.8436,                 1.6903,                 1.6023,             0.00079525,             0.00079525,             0.00079525
                    634,                 1.5044,                 1.1561,                 1.2931,                 0.5928,                0.29993,                0.37401,                0.17225,                 2.0308,                 2.2367,                  1.751,             0.00079507,             0.00079507,             0.00079507
                    635,                 1.5173,                 1.1433,                 1.2882,                 0.5275,                0.47847,                0.52685,                0.26951,                 1.8034,                 1.7598,                 1.5758,             0.00079489,             0.00079489,             0.00079489
                    636,                  1.512,                 1.1148,                 1.2856,                0.70466,                0.61722,                0.73467,                0.42915,                 1.5143,                 1.2736,                 1.4094,             0.00079471,             0.00079471,             0.00079471
                    637,                 1.4734,                 1.1063,                 1.2937,                0.77109,                0.71097,                0.80216,                0.49089,                 1.4399,                 1.1645,                 1.3569,             0.00079453,             0.00079453,             0.00079453
                    638,                 1.4812,                 1.1098,                 1.2404,                0.73858,                0.63233,                0.75888,                0.43488,                 1.5062,                 1.2621,                 1.3832,             0.00079435,             0.00079435,             0.00079435
                    639,                 1.4875,                  1.172,                 1.2619,                0.80158,                0.68285,                0.82276,                0.48282,                 1.4252,                 1.0983,                 1.3312,             0.00079417,             0.00079417,             0.00079417
                    640,                 1.4917,                 1.1509,                  1.274,                0.82202,                0.84067,                0.87065,                0.55453,                 1.3083,                0.95991,                 1.2916,             0.00079399,             0.00079399,             0.00079399
                    641,                  1.432,                 1.0886,                 1.2609,                0.84393,                0.81857,                0.86796,                 0.5558,                  1.303,                0.95591,                 1.3009,             0.00079381,             0.00079381,             0.00079381
                    642,                 1.4929,                 1.1187,                 1.2733,                0.83491,                0.82593,                0.87628,                 0.5603,                 1.3092,                 0.9416,                 1.3042,             0.00079363,             0.00079363,             0.00079363
                    643,                 1.4992,                  1.139,                 1.2704,                0.84133,                0.82356,                0.87712,                0.56531,                 1.2895,                0.94583,                 1.2886,             0.00079345,             0.00079345,             0.00079345
                    644,                 1.4681,                 1.1175,                 1.2597,                0.74644,                0.69141,                0.78471,                 0.4768,                 1.4308,                 1.1223,                   1.33,             0.00079327,             0.00079327,             0.00079327
                    645,                 1.4934,                  1.086,                 1.2453,                0.65478,                0.62799,                0.68429,                0.40076,                 1.5246,                 1.3165,                 1.3804,             0.00079309,             0.00079309,             0.00079309
                    646,                 1.5698,                 1.1591,                 1.2856,                0.66217,                0.66744,                0.72528,                0.41738,                 1.5263,                 1.2739,                 1.3783,             0.00079291,             0.00079291,             0.00079291
                    647,                 1.4612,                 1.1087,                 1.2432,                0.62899,                0.67075,                0.70682,                0.40034,                 1.5823,                 1.3596,                 1.4105,             0.00079273,             0.00079273,             0.00079273
                    648,                 1.4949,                 1.0958,                  1.248,                0.80159,                0.75879,                 0.8503,                0.54304,                 1.3746,                 1.0553,                 1.3067,             0.00079255,             0.00079255,             0.00079255
                    649,                  1.488,                 1.1012,                 1.2775,                0.78114,                0.76987,                0.87047,                0.57421,                 1.3536,                0.99501,                 1.2878,             0.00079237,             0.00079237,             0.00079237
                    650,                 1.5037,                 1.1326,                  1.302,                0.64519,                0.41758,                0.49659,                0.27051,                  1.749,                 1.6588,                 1.5215,             0.00079219,             0.00079219,             0.00079219
                    651,                 1.4273,                  1.099,                 1.2388,                0.59523,                 0.3587,                0.45696,                0.23312,                 1.8152,                 1.8551,                 1.5967,             0.00079201,             0.00079201,             0.00079201
                    652,                 1.4837,                  1.116,                 1.2594,                0.71265,                 0.5402,                 0.6638,                0.37659,                 1.6378,                 1.3887,                 1.4576,             0.00079183,             0.00079183,             0.00079183
                    653,                 1.4746,                 1.1513,                 1.2764,                0.64832,                0.66977,                0.69985,                0.40829,                 1.5939,                 1.3032,                 1.4239,             0.00079165,             0.00079165,             0.00079165
                    654,                  1.396,                 1.0324,                 1.2209,                0.49587,                0.44651,                0.47322,                0.27806,                 1.7522,                  1.834,                 1.5182,             0.00079147,             0.00079147,             0.00079147
                    655,                 1.3665,                  1.069,                  1.242,                0.66512,                  0.516,                0.61823,                0.37707,                  1.591,                 1.4797,                 1.4202,             0.00079129,             0.00079129,             0.00079129
                    656,                 1.4341,                 1.0512,                 1.2586,                0.67031,                0.63056,                0.70885,                0.42907,                 1.4813,                  1.258,                 1.3687,             0.00079111,             0.00079111,             0.00079111
                    657,                 1.4936,                 1.1277,                 1.2859,                0.81259,                0.73483,                0.83838,                0.52654,                 1.3604,                 1.0244,                 1.3032,             0.00079093,             0.00079093,             0.00079093
                    658,                 1.4536,                 1.0995,                  1.252,                0.84684,                 0.8161,                0.88588,                0.58167,                 1.2947,                0.92882,                 1.2697,             0.00079075,             0.00079075,             0.00079075
                    659,                 1.3979,                 1.0903,                 1.2459,                0.83973,                0.83842,                0.89395,                 0.5963,                 1.2655,                0.92276,                 1.2451,             0.00079057,             0.00079057,             0.00079057
                    660,                 1.4431,                 1.0946,                 1.2462,                0.85616,                0.82259,                0.89536,                0.60342,                 1.2801,                0.93191,                 1.2301,             0.00079039,             0.00079039,             0.00079039
                    661,                  1.537,                 1.1015,                  1.311,                0.74368,                 0.7077,                0.74549,                0.45086,                 1.5025,                 1.2199,                 1.3556,             0.00079021,             0.00079021,             0.00079021
                    662,                 1.4354,                 1.0687,                  1.256,                0.57628,                0.28758,                 0.3037,                0.15344,                 2.0869,                 2.2451,                 1.7056,             0.00079003,             0.00079003,             0.00079003
                    663,                 1.3792,                 1.0696,                 1.2312,                0.46381,                0.35664,                0.37973,                0.20179,                 1.9018,                 1.9298,                 1.5897,             0.00078985,             0.00078985,             0.00078985
                    664,                 1.4483,                 1.0848,                 1.2696,                 0.8676,                0.78471,                0.88153,                0.58156,                 1.3162,                0.94406,                  1.241,             0.00078967,             0.00078967,             0.00078967
                    665,                  1.465,                 1.1108,                 1.2675,                0.87156,                0.77689,                0.88159,                0.57583,                 1.3168,                0.94324,                 1.2469,             0.00078949,             0.00078949,             0.00078949
                    666,                 1.4065,                 1.0589,                 1.2484,                0.60112,                0.25528,                0.30102,                0.14502,                  2.103,                 2.3243,                 1.8565,             0.00078931,             0.00078931,             0.00078931
                    667,                 1.4451,                 1.0772,                  1.233,                0.57651,                0.23926,                0.25458,                0.13097,                 2.1564,                 2.3352,                 1.8653,             0.00078913,             0.00078913,             0.00078913
                    668,                 1.4161,                 1.0707,                 1.2366,                0.77482,                0.79786,                0.84544,                0.52823,                 1.3817,                 1.0056,                 1.2956,             0.00078895,             0.00078895,             0.00078895
                    669,                 1.3907,                 1.0798,                 1.2472,                0.89961,                 0.8069,                0.89992,                0.59866,                 1.2951,                0.90896,                 1.2583,             0.00078877,             0.00078877,             0.00078877
                    670,                 1.4258,                 1.0936,                 1.2775,                0.78065,                0.77129,                0.83702,                0.54021,                 1.3495,                 1.0231,                 1.3019,             0.00078859,             0.00078859,             0.00078859
                    671,                 1.4417,                  1.085,                 1.2551,                0.81393,                0.73707,                0.82264,                0.53276,                 1.3517,                 1.0468,                  1.308,             0.00078841,             0.00078841,             0.00078841
                    672,                 1.4062,                 1.0388,                 1.2569,                0.78808,                0.85318,                0.88121,                0.58873,                 1.2849,                0.95243,                 1.2558,             0.00078823,             0.00078823,             0.00078823
                    673,                 1.4215,                 1.0704,                 1.2817,                0.79991,                0.75289,                0.84664,                0.54671,                 1.3647,                  1.035,                 1.3064,             0.00078805,             0.00078805,             0.00078805
                    674,                 1.4606,                 1.1081,                  1.242,                0.79892,                0.72914,                0.83771,                0.51817,                 1.4428,                 1.0704,                 1.3353,             0.00078787,             0.00078787,             0.00078787
                    675,                 1.4576,                 1.1008,                 1.2485,                0.77473,                0.78971,                0.84403,                0.53092,                 1.4215,                 1.0595,                 1.3236,             0.00078769,             0.00078769,             0.00078769
                    676,                 1.4218,                 1.0903,                 1.2748,                0.83525,                0.66135,                0.79137,                0.48258,                 1.4745,                 1.1727,                 1.3621,             0.00078751,             0.00078751,             0.00078751
                    677,                 1.4958,                  1.134,                 1.2853,                 0.8035,                0.77586,                0.85614,                0.53231,                  1.398,                 1.0755,                 1.3204,             0.00078733,             0.00078733,             0.00078733
                    678,                 1.4207,                 1.1093,                 1.2851,                0.69155,                0.59816,                0.68101,                0.36425,                 1.6063,                  1.348,                 1.4359,             0.00078715,             0.00078715,             0.00078715
                    679,                 1.4348,                  1.069,                 1.2502,                0.65538,                0.58067,                 0.6668,                0.37159,                 1.6293,                 1.4197,                 1.4807,             0.00078697,             0.00078697,             0.00078697
                    680,                 1.4665,                 1.1148,                 1.2945,                0.82999,                0.84123,                0.89281,                0.57832,                 1.3043,                0.96369,                  1.315,             0.00078679,             0.00078679,             0.00078679
                    681,                 1.3851,                 1.0502,                 1.2399,                0.81226,                0.86581,                0.89548,                0.58731,                 1.2642,                0.91329,                 1.2685,             0.00078661,             0.00078661,             0.00078661
                    682,                 1.4244,                 1.0842,                 1.2696,                0.79265,                0.73941,                0.80202,                 0.5093,                 1.3909,                 1.0885,                 1.3079,             0.00078643,             0.00078643,             0.00078643
                    683,                 1.3505,                 1.0309,                 1.2412,                0.75426,                0.52422,                0.64259,                0.39717,                 1.5487,                 1.4306,                 1.4065,             0.00078625,             0.00078625,             0.00078625
                    684,                 1.4217,                  1.018,                 1.2484,                0.64981,                0.51327,                 0.6097,                0.35568,                 1.5992,                 1.4855,                 1.4512,             0.00078607,             0.00078607,             0.00078607
                    685,                 1.3609,                 1.0252,                 1.2373,                0.84347,                0.76183,                0.84309,                0.53322,                 1.3919,                 1.0223,                 1.3383,             0.00078589,             0.00078589,             0.00078589
                    686,                 1.3972,                  1.049,                 1.2866,                 0.8433,                 0.8559,                0.89044,                0.56696,                 1.2939,                0.92126,                 1.2662,             0.00078571,             0.00078571,             0.00078571
                    687,                 1.3864,                 1.0801,                 1.2448,                0.82396,                0.81709,                0.87375,                0.56952,                 1.2875,                0.95166,                 1.2517,             0.00078553,             0.00078553,             0.00078553
                    688,                 1.4955,                 1.0937,                 1.3117,                0.76197,                0.78988,                  0.833,                 0.5366,                 1.4114,                 1.0876,                 1.3208,             0.00078535,             0.00078535,             0.00078535
                    689,                 1.4706,                 1.1254,                 1.2935,                0.73695,                0.24312,                0.25561,                0.14856,                 2.0381,                 2.5049,                 1.7574,             0.00078517,             0.00078517,             0.00078517
                    690,                 1.4263,                 1.0987,                  1.269,                0.77132,                0.51562,                0.62842,                0.35861,                 1.6085,                 1.3769,                 1.4389,             0.00078499,             0.00078499,             0.00078499
                    691,                   1.52,                 1.0991,                 1.2752,                 0.7808,                0.82733,                0.85616,                0.56483,                 1.3169,                0.97105,                 1.2817,             0.00078481,             0.00078481,             0.00078481
                    692,                 1.3542,                0.99666,                 1.2054,                0.81872,                0.78462,                0.83498,                0.53842,                 1.3713,                 1.0293,                  1.283,             0.00078463,             0.00078463,             0.00078463
                    693,                 1.3747,                 1.0049,                 1.2366,                 0.7824,                0.82546,                0.85658,                0.56494,                 1.2949,                0.97253,                 1.2523,             0.00078445,             0.00078445,             0.00078445
                    694,                 1.4289,                0.98336,                 1.2363,                0.81422,                0.70694,                0.75751,                0.45857,                  1.518,                 1.1389,                 1.3555,             0.00078427,             0.00078427,             0.00078427
                    695,                 1.3257,                 1.0216,                 1.2258,                0.84422,                0.81168,                0.85756,                0.54455,                 1.4183,                0.96509,                 1.2887,             0.00078409,             0.00078409,             0.00078409
                    696,                 1.3313,                0.99696,                 1.2011,                0.88252,                0.89352,                0.92999,                0.63851,                 1.2066,                0.83901,                 1.1999,             0.00078391,             0.00078391,             0.00078391
                    697,                 1.3878,                 1.0645,                  1.225,                0.90427,                0.88627,                0.94081,                0.65718,                 1.1595,                0.82228,                 1.1861,             0.00078373,             0.00078373,             0.00078373
                    698,                 1.3818,                 1.0637,                  1.231,                0.72192,                 0.6849,                 0.7502,                0.47366,                  1.403,                 1.2202,                 1.3158,             0.00078355,             0.00078355,             0.00078355
                    699,                  1.414,                 1.0435,                 1.2464,                0.79032,                0.79146,                0.83603,                0.56511,                 1.3234,                 1.0795,                 1.2671,             0.00078337,             0.00078337,             0.00078337
                    700,                   1.37,                 1.0509,                  1.226,                0.72778,                0.70067,                0.74658,                0.47149,                 1.4286,                 1.2758,                 1.3221,             0.00078319,             0.00078319,             0.00078319
                    701,                 1.4359,                 1.0739,                 1.2711,                0.56043,                0.24142,                0.29162,                0.14778,                 2.1091,                 2.9622,                 1.9215,             0.00078301,             0.00078301,             0.00078301
                    702,                 1.4531,                  1.056,                 1.2405,                0.55755,                0.45131,                0.48982,                0.25915,                 1.7315,                  1.947,                 1.5877,             0.00078283,             0.00078283,             0.00078283
                    703,                 1.4487,                 1.0927,                 1.2681,                0.80605,                 0.7911,                0.84594,                0.54229,                 1.3735,                   1.04,                 1.3085,             0.00078265,             0.00078265,             0.00078265
                    704,                 1.4164,                 1.0444,                 1.2575,                0.83906,                0.78755,                0.85483,                0.56327,                 1.3237,                0.99427,                 1.2869,             0.00078247,             0.00078247,             0.00078247
                    705,                 1.3775,                 1.0156,                 1.2124,                0.85789,                0.78805,                0.86741,                0.57826,                 1.2803,                0.94863,                 1.2485,             0.00078229,             0.00078229,             0.00078229
                    706,                 1.4013,                 1.0461,                 1.2503,                0.83855,                0.79866,                0.86415,                0.57406,                 1.3032,                0.97527,                 1.2629,             0.00078211,             0.00078211,             0.00078211
                    707,                 1.3969,                 1.0094,                 1.2537,                0.59612,                0.51381,                 0.5801,                0.33578,                 1.5686,                 1.7537,                 1.4661,             0.00078193,             0.00078193,             0.00078193
                    708,                 1.4525,                 1.1065,                  1.267,                0.70548,                 0.2265,                0.24048,                0.12034,                  2.136,                 2.4323,                 1.8003,             0.00078175,             0.00078175,             0.00078175
                    709,                 1.4299,                 1.0768,                 1.2548,                0.60386,                0.24982,                0.26372,                0.13498,                 2.0635,                 2.2793,                 1.7134,             0.00078157,             0.00078157,             0.00078157
                    710,                 1.4045,                 1.0374,                 1.2516,                0.39766,                0.43472,                0.36967,                0.16062,                 2.0306,                 2.7962,                 1.9063,             0.00078139,             0.00078139,             0.00078139
                    711,                 1.4139,                 1.0562,                 1.2288,                0.36053,                0.34302,                0.28759,                0.11903,                 2.2469,                 3.5989,                 2.3389,             0.00078121,             0.00078121,             0.00078121
                    712,                 1.4209,                  1.063,                  1.235,                0.38375,                0.31018,                0.30298,                0.12365,                 2.2731,                 3.6749,                 2.3902,             0.00078103,             0.00078103,             0.00078103
                    713,                 1.4046,                 1.0122,                 1.2613,                   0.58,                0.48387,                0.51778,                0.27528,                 1.7714,                 2.0463,                 1.5892,             0.00078085,             0.00078085,             0.00078085
